,Symbol,Name,industry,Sector,MarketCap
1990,KROS,"Keros Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$1.25B
1991,KEQU,Kewaunee Scientific Corporation,Medical Specialities,Capital Goods,$26.07M
1992,KTCC,Key Tronic Corporation,Electrical Products,Technology,$88.98M
1993,KZR,"Kezar Life Sciences, Inc.",Major Pharmaceuticals,Health Care,$222.49M
1994,KFRC,"Kforce, Inc.",Professional Services,Technology,$799.11M
1995,KE,"Kimball Electronics, Inc.",Electrical Products,Technology,$340.08M
1996,KBAL,"Kimball International, Inc.",Home Furnishings,Consumer Durables,$429.5M
1997,KIN,"Kindred Biosciences, Inc.",Major Pharmaceuticals,Health Care,$158.26M
1998,KC,Kingsoft Cloud Holdings Limited,Computer Software: Prepackaged Software,Technology,$7.15B
1999,KINS,"Kingstone Companies, Inc",Property-Casualty Insurers,Finance,$61.57M
2000,KNSA,"Kiniksa Pharmaceuticals, Ltd.",Major Pharmaceuticals,Health Care,$1.21B
2001,KNSL,"Kinsale Capital Group, Inc.",Property-Casualty Insurers,Finance,$4.4B
2002,KTRA,"Kintara Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$27.69M
2003,KIRK,"Kirkland&#39;s, Inc.",Other Specialty Stores,Consumer Services,$127.11M
2004,KSMTU,Kismet Acquisition One Corp,Business Services,Finance,
2005,KTOV,Kitov Pharma Ltd.,Major Pharmaceuticals,Health Care,$76.41M
2006,KTOVW,Kitov Pharma Ltd.,Major Pharmaceuticals,Health Care,
2007,KLAC,KLA Corporation ,Electronic Components,Capital Goods,$32.69B
2008,KLXE,"KLX Energy Services Holdings, Inc. ",Oilfield Services/Equipment,Energy,$71.09M
2009,KOD,Kodiak Sciences Inc,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$2.39B
2010,KOPN,Kopin Corporation,Semiconductors,Technology,$119.8M
2011,KRNT,Kornit Digital Ltd.,Industrial Machinery/Components,Capital Goods,$2.51B
2012,KOSS,Koss Corporation,Consumer Electronics/Appliances,Consumer Non-Durables,$17.18M
2013,KWEB,KraneShares Trust KraneShares CSI China Internet ETF,,,$240.72M
2014,KTOS,"Kratos Defense & Security Solutions, Inc.",Military/Government/Technical,Capital Goods,$2.39B
2015,KRYS,"Krystal Biotech, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$937.98M
2016,KBNT,"Kubient, Inc.",EDP Services,Technology,$31.73M
2017,KBNTW,"Kubient, Inc.",EDP Services,Technology,
2018,KLIC,"Kulicke and Soffa Industries, Inc.",Semiconductors,Technology,$1.55B
2019,KURA,"Kura Oncology, Inc.",Major Pharmaceuticals,Health Care,$1.32B
2020,KRUS,"Kura Sushi USA, Inc.",Restaurants,Consumer Services,$101.36M
2021,KVHI,"KVH Industries, Inc.",Radio And Television Broadcasting And Communications Equipment,Technology,$169.4M
2022,KYMR,"Kymera Therapeutics, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$1.3B
2023,FSTR,L.B. Foster Company,Metal Fabrications,Basic Industries,$167.51M
2024,LJPC,La Jolla Pharmaceutical Company,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$115.47M
2025,LSBK,"Lake Shore Bancorp, Inc.",Savings Institutions,Finance,$65.59M
2026,LBAI,"Lakeland Bancorp, Inc.",Major Banks,Finance,$554.13M
2027,LKFN,Lakeland Financial Corporation,Major Banks,Finance,$1.21B
2028,LAKE,"Lakeland Industries, Inc.",Industrial Specialties,Health Care,$173.8M
2029,LRCX,Lam Research Corporation,Industrial Machinery/Components,Technology,$51.33B
2030,LAMR,Lamar Advertising Company,Real Estate Investment Trusts,Consumer Services,$6.93B
2031,LANC,Lancaster Colony Corporation,Packaged Foods,Consumer Non-Durables,$4.66B
2032,LCA,"Landcadia Holdings II, Inc.",Computer Software: Prepackaged Software,Technology,$632.5M
2033,LCAHU,"Landcadia Holdings II, Inc.",Computer Software: Prepackaged Software,Technology,
2034,LCAHW,"Landcadia Holdings II, Inc.",Computer Software: Prepackaged Software,Technology,
2035,LNDC,Landec Corporation,Packaged Foods,Consumer Non-Durables,$307.04M
2036,LARK,Landmark Bancorp Inc.,Major Banks,Finance,$100.12M
2037,LMRK,Landmark Infrastructure Partners LP,Real Estate,Consumer Services,$252.74M
2038,LMRKN,Landmark Infrastructure Partners LP,Real Estate,Consumer Services,
2039,LMRKO,Landmark Infrastructure Partners LP,Real Estate,Consumer Services,
2040,LMRKP,Landmark Infrastructure Partners LP,Real Estate,Consumer Services,
2041,LE,"Lands&#39; End, Inc.",Clothing/Shoe/Accessory Stores,Consumer Services,$422.83M
2042,LSTR,"Landstar System, Inc.",Trucking Freight/Courier Services,Transportation,$5.12B
2043,LTRN,Lantern Pharma Inc.,Major Pharmaceuticals,Health Care,$108.81M
2044,LNTH,"Lantheus Holdings, Inc.",Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,$888.62M
2045,LTRX,"Lantronix, Inc.",Computer Communications Equipment,Technology,$138.4M
2046,LRMR,"Larimar Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$185.96M
2047,LSCC,Lattice Semiconductor Corporation,Semiconductors,Technology,$3.99B
2048,LAUR,"Laureate Education, Inc.",Other Consumer Services,Consumer Services,$2.65B
2049,LAWS,"Lawson Products, Inc.",Industrial Specialties,Consumer Durables,$313.49M
2050,LAZY,"Lazydays Holdings, Inc.",Automotive Aftermarket,Consumer Durables,$118.99M
2051,LCNB,LCNB Corporation,Major Banks,Finance,$185.43M
2052,LPTX,"LEAP THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care,$106.19M
2053,LEGH,Legacy Housing Corporation,Homebuilding,Basic Industries,$365.3M
2054,LEGN,Legend Biotech Corporation,Major Pharmaceuticals,Health Care,$4.41B
2055,INFR,Legg Mason Global Infrastructure ETF,,,
2056,LVHD,Legg Mason Low Volatility High Dividend ETF,,,
2057,SQLV,Legg Mason Small-Cap Quality Value ETF,,,
2058,LACQ,Leisure Acquisition Corp.,Business Services,Finance,$65.44M
2059,LACQU,Leisure Acquisition Corp.,Business Services,Finance,
2060,LACQW,Leisure Acquisition Corp.,Business Services,Finance,
2061,LMAT,"LeMaitre Vascular, Inc.",Medical/Dental Instruments,Health Care,$619.96M
2062,TREE,"LendingTree, Inc.",Finance: Consumer Services,Finance,$4B
2063,LEVL,"Level One Bancorp, Inc.",Major Banks,Finance,$125.37M
2064,LEVLP,"Level One Bancorp, Inc.",Major Banks,Finance,
2065,LXRX,"Lexicon Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$192.79M
2066,LX,LexinFintech Holdings Ltd.,Finance: Consumer Services,Finance,$1.45B
2067,LFAC,LF Capital Acquistion Corp.,Business Services,Finance,$182.77M
2068,LFACU,LF Capital Acquistion Corp.,Business Services,Finance,
2069,LFACW,LF Capital Acquistion Corp.,Business Services,Finance,
2070,LGIH,"LGI Homes, Inc.",Homebuilding,Capital Goods,$2.95B
2071,LHCG,LHC Group,Medical/Nursing Services,Health Care,$6.43B
2072,LI,Li Auto Inc.,Auto Manufacturing,Capital Goods,$15.25B
2073,LLIT,Lianluo Smart Limited,Medical/Dental Instruments,Health Care,$11.93M
2074,LBRDA,Liberty Broadband Corporation,Television Services,Consumer Services,$25.24B
2075,LBRDK,Liberty Broadband Corporation,Television Services,Consumer Services,$25.68B
2076,LBTYA,Liberty Global plc,,,$13.51B
2077,LBTYB,Liberty Global plc,Television Services,Consumer Services,$13.94B
2078,LBTYK,Liberty Global plc,,,$13.15B
2079,LILA,Liberty Latin America Ltd.,Television Services,Consumer Services,$1.79B
2080,LILAK,Liberty Latin America Ltd.,Television Services,Consumer Services,$1.76B
2081,BATRA,Liberty Media Corporation,Broadcasting,Consumer Services,$1.05B
2082,BATRK,Liberty Media Corporation,Broadcasting,Consumer Services,$1.05B
2083,FWONA,Liberty Media Corporation,Broadcasting,Consumer Services,$8.71B
2084,FWONK,Liberty Media Corporation,Broadcasting,Consumer Services,$9.31B
2085,LSXMA,Liberty Media Corporation,Broadcasting,Consumer Services,$12.48B
2086,LSXMB,Liberty Media Corporation,Broadcasting,Consumer Services,$12.71B
2087,LSXMK,Liberty Media Corporation,Broadcasting,Consumer Services,$12.41B
2088,LTRPA,"Liberty TripAdvisor Holdings, Inc.",EDP Services,Technology,$227.61M
2089,LTRPB,"Liberty TripAdvisor Holdings, Inc.",EDP Services,Technology,$3.46B
2090,LSAC,LifeSci Acquisition Corp.,Business Services,Finance,$82.29M
2091,LSACU,LifeSci Acquisition Corp.,Business Services,Finance,
2092,LSACW,LifeSci Acquisition Corp.,Business Services,Finance,
2093,LCUT,"Lifetime Brands, Inc.",Industrial Machinery/Components,Capital Goods,$210.94M
2094,LFVN,Lifevantage Corporation,Major Pharmaceuticals,Health Care,$212.01M
2095,LWAY,"Lifeway Foods, Inc.",Packaged Foods,Consumer Non-Durables,$82.08M
2096,LGND,Ligand Pharmaceuticals Incorporated,Major Pharmaceuticals,Health Care,$1.74B
2097,LTBR,Lightbridge Corporation,Professional Services,Consumer Services,$20.14M
2098,LPTH,"LightPath Technologies, Inc.",Semiconductors,Technology,$69.31M
2099,LMB,"Limbach Holdings, Inc.",Engineering & Construction,Basic Industries,$45.1M
2100,LLNW,"Limelight Networks, Inc.",Business Services,Miscellaneous,$717.79M
2101,LMST,"Limestone Bancorp, Inc.",Major Banks,Finance,$80.62M
2102,LMNL,Liminal BioSciences Inc.,Major Pharmaceuticals,Health Care,$278.81M
2103,LMNR,Limoneira Co,Farming/Seeds/Milling,Consumer Non-Durables,$265.9M
2104,LINC,Lincoln Educational Services Corporation,Other Consumer Services,Consumer Services,$207.77M
2105,LECO,"Lincoln Electric Holdings, Inc.",Industrial Machinery/Components,Technology,$5.74B
2106,LIND,Lindblad Expeditions Holdings Inc. ,Transportation Services,Consumer Services,$411.04M
2107,LGHL,Lion Group Holding Ltd.,Investment Bankers/Brokers/Service,Finance,$52.97M
2108,LGHLW,Lion Group Holding Ltd.,Investment Bankers/Brokers/Service,Finance,
2109,LCAPU,Lionheart Acquisition Corp. II,Business Services,Finance,
2110,LPCN,Lipocine Inc.,Major Pharmaceuticals,Health Care,$94.59M
2111,LIQT,"LiqTech International, Inc.",Industrial Machinery/Components,Technology,$149.83M
2112,YVR,Liquid Media Group Ltd.,Computer Software: Prepackaged Software,Technology,$16.34M
2113,LQDA,"Liquidia Technologies, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$194.03M
2114,LQDT,"Liquidity Services, Inc.",Business Services,Miscellaneous,$282.57M
2115,LFUS,"Littelfuse, Inc.",Electrical Products,Consumer Durables,$4.54B
2116,LIVK,LIV Capital Acquisition Corp.,Business Services,Finance,$100.82M
2117,LIVKU,LIV Capital Acquisition Corp.,Business Services,Finance,
2118,LIVKW,LIV Capital Acquisition Corp.,Business Services,Finance,
2119,LIVN,LivaNova PLC,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,$2.24B
2120,LOB,"Live Oak Bancshares, Inc.",Major Banks,Finance,$851.2M
2121,LIVE,Live Ventures Incorporated,Finance/Investors Services,Finance,$15.96M
2122,LPSN,"LivePerson, Inc.",Computer Software: Prepackaged Software,Technology,$3.98B
2123,LIVX,"LiveXLive Media, Inc.",Restaurants,Consumer Services,$202.71M
2124,LVGO,"Livongo Health, Inc.","Computer Software: Programming, Data Processing",Technology,$13.29B
2125,LIZI,LIZHI INC.,"Computer Software: Programming, Data Processing",Technology,$199.17M
2126,LKQ,LKQ Corporation,Motor Vehicles,Consumer Services,$9.66B
2127,LMFA,"LM Funding America, Inc.",Finance: Consumer Services,Finance,$10.38M
2128,LMFAW,"LM Funding America, Inc.",Finance: Consumer Services,Finance,
2129,LMPX,"LMP Automotive Holdings, Inc.",Automotive Aftermarket,Consumer Durables,$133.7M
2130,LOGC,"LogicBio Therapeutics, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$168.8M
2131,LOGI,Logitech International S.A.,Computer peripheral equipment,Technology,$12.46B
2132,LOGM,"LogMein, Inc.",Computer Software: Prepackaged Software,Technology,$4.22B
2133,CNCR,Loncar Cancer Immunotherapy ETF,,,
2134,CHNA,Loncar China BioPharma ETF,,,
2135,LONE,Lonestar Resources US Inc.,Oil & Gas Production,Energy,$9.27M
2136,LOAC,Longevity Acquisition Corporation,Business Services,Finance,$28.11M
2137,LOACR,Longevity Acquisition Corporation,Business Services,Finance,
2138,LOACU,Longevity Acquisition Corporation,Business Services,Finance,
2139,LOACW,Longevity Acquisition Corporation,Business Services,Finance,
2140,LOOP,"Loop Industries, Inc.",Major Chemicals,Basic Industries,$414.53M
2141,LORL,"Loral Space and Communications, Inc.",Radio And Television Broadcasting And Communications Equipment,Technology,$681.45M
2142,LPLA,LPL Financial Holdings Inc.,Investment Bankers/Brokers/Service,Finance,$6.46B
2143,LYTS,LSI Industries Inc.,Building Products,Consumer Durables,$188.59M
2144,LULU,lululemon athletica inc.,Apparel,Consumer Non-Durables,$49.28B
2145,LITE,Lumentum Holdings Inc.,Telecommunications Equipment,Capital Goods,$6.31B
2146,LMNX,Luminex Corporation,Medical/Dental Instruments,Health Care,$1.39B
2147,LUMO,"Lumos Pharma, Inc.",Major Pharmaceuticals,Health Care,$124.48M
2148,LUNA,Luna Innovations Incorporated,Biotechnology: Commercial Physical & Biological Resarch,Health Care,$186.64M
2149,LKCO,Luokung Technology Corp,EDP Services,Technology,$109.23M
2150,LBC,Luther Burbank Corporation,Major Banks,Finance,$493.55M
2151,LYFT,"Lyft, Inc.",Business Services,Miscellaneous,$9.05B
2152,LYRA,"Lyra Therapeutics, Inc.",Medical/Dental Instruments,Health Care,$177.45M
2153,MCBC,Macatawa Bank Corporation,Major Banks,Finance,$253.47M
2154,MFNC,Mackinac Financial Corporation,Major Banks,Finance,$102.7M
2155,MTSI,"MACOM Technology Solutions Holdings, Inc.",Semiconductors,Technology,$2.5B
2156,MGNX,"MacroGenics, Inc.",Major Pharmaceuticals,Health Care,$1.48B
2157,MDGL,"Madrigal Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$1.64B
2158,MAGS,Magal Security Systems Ltd.,Telecommunications Equipment,Capital Goods,$75.25M
2159,MGLN,"Magellan Health, Inc.",Hospital/Nursing Management,Health Care,$1.86B
2160,MGTA,"Magenta Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$335.84M
2161,MGIC,Magic Software Enterprises Ltd.,Computer Software: Prepackaged Software,Technology,$755.23M
2162,MGNI,"Magnite, Inc.","Computer Software: Programming, Data Processing",Technology,$868.78M
2163,MGYR,"Magyar Bancorp, Inc.",Savings Institutions,Finance,$47.61M
2164,MHLD,"Maiden Holdings, Ltd.",Property-Casualty Insurers,Finance,$113.52M
2165,MNSB,"MainStreet Bancshares, Inc.",Major Banks,Finance,$109.63M
2166,MJCO,Majesco,Computer Software: Prepackaged Software,Technology,$696.13M
2167,MMYT,MakeMyTrip Limited,Transportation Services,Consumer Services,$1.63B
2168,MLAC,Malacca Straits Acquisition Company Limited,Business Services,Finance,
2169,MLACU,Malacca Straits Acquisition Company Limited,Business Services,Finance,
2170,MLACW,Malacca Straits Acquisition Company Limited,Business Services,Finance,
2171,MBUU,"Malibu Boats, Inc.",Marine Transportation,Capital Goods,$1.11B
2172,MLVF,"Malvern Bancorp, Inc.",Savings Institutions,Finance,$92.99M
2173,TUSK,"Mammoth Energy Services, Inc.",Oilfield Services/Equipment,Energy,$62.69M
2174,MANH,"Manhattan Associates, Inc.",Computer Software: Prepackaged Software,Technology,$6.11B
2175,LOAN,"Manhattan Bridge Capital, Inc",Real Estate Investment Trusts,Consumer Services,$40.53M
2176,MNTX,"Manitex International, Inc.",Industrial Machinery/Components,Technology,$83.26M
2177,MTEX,"Mannatech, Incorporated",Specialty Chemicals,Consumer Durables,$32.99M
2178,MNKD,MannKind Corporation,Major Pharmaceuticals,Health Care,$419.39M
2179,MANT,ManTech International Corporation,Other Consumer Services,Consumer Services,$3.04B
2180,MARA,"Marathon Patent Group, Inc.",Multi-Sector Companies,Miscellaneous,$78.43M
2181,MCHX,"Marchex, Inc.",Business Services,Miscellaneous,$81.54M
2182,MRIN,Marin Software Incorporated,EDP Services,Technology,$9.33M
2183,MARPS,Marine Petroleum Trust,Oil & Gas Production,Energy,$3.96M
2184,MRNS,"Marinus Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$239.5M
2185,MRKR,"Marker Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$80.18M
2186,MKTX,"MarketAxess Holdings, Inc.",Investment Bankers/Brokers/Service,Finance,$18.4B
2187,MRLN,Marlin Business Services Corp.,Major Banks,Finance,$80.3M
2188,MAR,Marriott International,Hotels/Resorts,Consumer Services,$32.03B
2189,MBII,"Marrone Bio Innovations, Inc.",Agricultural Chemicals,Basic Industries,$197.17M
2190,MRTN,"Marten Transport, Ltd.",Trucking Freight/Courier Services,Transportation,$1.48B
2191,MMLP,Martin Midstream Partners L.P.,Oil Refining/Marketing,Energy,$61.39M
2192,MRVL,Marvell Technology Group Ltd.,Semiconductors,Technology,$23.43B
2193,MASI,Masimo Corporation,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,$12.02B
2194,MCFT,"MasterCraft Boat Holdings, Inc.",Marine Transportation,Capital Goods,$397.64M
2195,MTCH,"Match Group, Inc.","Computer Software: Programming, Data Processing",Technology,$29.19B
2196,MTLS,Materialise NV,Computer Software: Prepackaged Software,Technology,$1.93B
2197,MTRX,Matrix Service Company,Engineering & Construction,Basic Industries,$244.15M
2198,MAT,"Mattel, Inc.",Recreational Products/Toys,Consumer Non-Durables,$3.91B
2199,MATW,Matthews International Corporation,Metal Fabrications,Capital Goods,$684.7M
2200,MAXNV,"Maxeon Solar Technologies, Ltd.",,,
2201,MXIM,"Maxim Integrated Products, Inc.",Semiconductors,Technology,$18.89B
2202,MGRC,McGrath RentCorp,Diversified Commercial Services,Technology,$1.65B
2203,MDCA,MDC Partners Inc.,Advertising,Technology,$152.76M
2204,MDJH,MDJM LTD,Real Estate,Finance,$43.65M
2205,MDRR,"Medalist Diversified REIT, Inc.",Real Estate Investment Trusts,Consumer Services,$6.74M
2206,MDRRP,"Medalist Diversified REIT, Inc.",Real Estate Investment Trusts,Consumer Services,
2207,MBNKP,Medallion Bank,,,
2208,MFIN,Medallion Financial Corp.,Finance: Consumer Services,Finance,$68.49M
2209,MFINL,Medallion Financial Corp.,Finance: Consumer Services,Finance,
2210,MDIA,Mediaco Holding Inc.,Broadcasting,Consumer Services,$27.18M
2211,MDNA,Medicenna Therapeutics Corp.,,,$226.42M
2212,MNOV,"MediciNova, Inc.",Major Pharmaceuticals,Health Care,$236.06M
2213,MDGS,Medigus Ltd.,Medical/Dental Instruments,Health Care,$10.49M
2214,MDGSW,Medigus Ltd.,Medical/Dental Instruments,Health Care,
2215,MDWD,MediWound Ltd.,Specialty Chemicals,Consumer Durables,$106.4M
2216,MEDP,"Medpace Holdings, Inc.",Biotechnology: Commercial Physical & Biological Resarch,Health Care,$4.41B
2217,MEIP,"MEI Pharma, Inc.",Major Pharmaceuticals,Health Care,$289.38M
2218,MGTX,MeiraGTx Holdings plc,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$520.47M
2219,MLCO,Melco Resorts & Entertainment Limited,Hotels/Resorts,Consumer Services,$9.31B
2220,MNLO,Menlo Therapeutics Inc.,Major Pharmaceuticals,Health Care,$251.54M
2221,MTSL,MER Telemanagement Solutions Ltd.,Telecommunications Equipment,Public Utilities,$5.91M
2222,MELI,"MercadoLibre, Inc.",Business Services,Miscellaneous,$60.84B
2223,MBWM,Mercantile Bank Corporation,Major Banks,Finance,$354.65M
2224,MERC,Mercer International Inc.,Paper,Basic Industries,$538.8M
2225,MBIN,Merchants Bancorp,Major Banks,Finance,$584.69M
2226,MBINO,Merchants Bancorp,Major Banks,Finance,
2227,MBINP,Merchants Bancorp,Major Banks,Finance,
2228,MFH,Mercurity Fintech Holding Inc.,EDP Services,Technology,$19.9M
2229,MRCY,Mercury Systems Inc,Electrical Products,Capital Goods,$4.21B
2230,MREO,Mereo BioPharma Group plc,Major Pharmaceuticals,Health Care,$199.16M
2231,MCMJ,Merida Merger Corp. I,Business Services,Finance,$161.51M
2232,MCMJW,Merida Merger Corp. I,Business Services,Finance,
2233,EBSB,"Meridian Bancorp, Inc.",Major Banks,Finance,$609.04M
2234,VIVO,Meridian Bioscience Inc.,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,$686.66M
2235,MRBK,Meridian Corporation,,,$92.34M
2236,MMSI,"Merit Medical Systems, Inc.",Medical/Dental Instruments,Health Care,$2.7B
2237,SNUG,Merlyn.AI Tactical Growth & Income ETF,,,
2238,MACK,"Merrimack Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$55.53M
2239,MRSN,"Mersana Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$1.25B
2240,MRUS,Merus N.V.,Major Pharmaceuticals,Health Care,$353.33M
2241,MESA,"Mesa Air Group, Inc.",Air Freight/Delivery Services,Transportation,$129.97M
2242,MLAB,"Mesa Laboratories, Inc.",Industrial Machinery/Components,Capital Goods,$1.21B
2243,MESO,Mesoblast Limited,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$2.06B
2244,CASH,"Meta Financial Group, Inc.",Major Banks,Finance,$670.04M
2245,METX,Meten EdtechX Education Group Ltd.,Business Services,Finance,$458.32M
2246,METXW,Meten EdtechX Education Group Ltd.,Other Consumer Services,Consumer Services,
2247,MEOH,Methanex Corporation,Major Chemicals,Basic Industries,$1.72B
2248,MCBS,"MetroCity Bankshares, Inc.",Major Banks,Finance,$367.65M
